indicator,indicator_label,area_code,area_name,area_level,pref_code,pref_name,time_code,time_name,year,cat_code,cat_name,unit,value,value_raw
labour,働く人の環境（就業・求人・給与）,14000,神奈川県,pref,14,神奈川県,2020100000,2020年度,2020,00001|F1102,観測値|F1102_就業者数,人,4153054.0,4153054
labour,働く人の環境（就業・求人・給与）,15000,新潟県,pref,15,新潟県,1975100000,1975年度,1975,00001|F1102,観測値|F1102_就業者数,人,1246365.0,1246365
labour,働く人の環境（就業・求人・給与）,15000,新潟県,pref,15,新潟県,1980100000,1980年度,1980,00001|F1102,観測値|F1102_就業者数,人,1272237.0,1272237
labour,働く人の環境（就業・求人・給与）,15000,新潟県,pref,15,新潟県,1985100000,1985年度,1985,00001|F1102,観測値|F1102_就業者数,人,1262944.0,1262944
labour,働く人の環境（就業・求人・給与）,15000,新潟県,pref,15,新潟県,1990100000,1990年度,1990,00001|F1102,観測値|F1102_就業者数,人,1282063.0,1282063
labour,働く人の環境（就業・求人・給与）,15000,新潟県,pref,15,新潟県,1995100000,1995年度,1995,00001|F1102,観測値|F1102_就業者数,人,1317329.0,1317329
labour,働く人の環境（就業・求人・給与）,15000,新潟県,pref,15,新潟県,2000100000,2000年度,2000,00001|F1102,観測値|F1102_就業者数,人,1265803.0,1265803
labour,働く人の環境（就業・求人・給与）,15000,新潟県,pref,15,新潟県,2005100000,2005年度,2005,00001|F1102,観測値|F1102_就業者数,人,1225575.0,1225575
labour,働く人の環境（就業・求人・給与）,15000,新潟県,pref,15,新潟県,2010100000,2010年度,2010,00001|F1102,観測値|F1102_就業者数,人,1155795.0,1155795
labour,働く人の環境（就業・求人・給与）,15000,新潟県,pref,15,新潟県,2015100000,2015年度,2015,00001|F1102,観測値|F1102_就業者数,人,1140840.0,1140840
labour,働く人の環境（就業・求人・給与）,15000,新潟県,pref,15,新潟県,2020100000,2020年度,2020,00001|F1102,観測値|F1102_就業者数,人,1084410.0,1084410
labour,働く人の環境（就業・求人・給与）,16000,富山県,pref,16,富山県,1975100000,1975年度,1975,00001|F1102,観測値|F1102_就業者数,人,560400.0,560400
labour,働く人の環境（就業・求人・給与）,16000,富山県,pref,16,富山県,1980100000,1980年度,1980,00001|F1102,観測値|F1102_就業者数,人,575495.0,575495
labour,働く人の環境（就業・求人・給与）,16000,富山県,pref,16,富山県,1985100000,1985年度,1985,00001|F1102,観測値|F1102_就業者数,人,579923.0,579923
labour,働く人の環境（就業・求人・給与）,16000,富山県,pref,16,富山県,1990100000,1990年度,1990,00001|F1102,観測値|F1102_就業者数,人,594080.0,594080
labour,働く人の環境（就業・求人・給与）,16000,富山県,pref,16,富山県,1995100000,1995年度,1995,00001|F1102,観測値|F1102_就業者数,人,615202.0,615202
labour,働く人の環境（就業・求人・給与）,16000,富山県,pref,16,富山県,2000100000,2000年度,2000,00001|F1102,観測値|F1102_就業者数,人,597702.0,597702
labour,働く人の環境（就業・求人・給与）,16000,富山県,pref,16,富山県,2005100000,2005年度,2005,00001|F1102,観測値|F1102_就業者数,人,578051.0,578051
labour,働く人の環境（就業・求人・給与）,16000,富山県,pref,16,富山県,2010100000,2010年度,2010,00001|F1102,観測値|F1102_就業者数,人,546363.0,546363
